cc,icd,version,year
9,1835,9,2009
9,1838,9,2009
9,1839,9,2009
10,1840,9,2009
10,1841,9,2009
10,1842,9,2009
10,1843,9,2009
10,1844,9,2009
10,1848,9,2009
10,1849,9,2009
10,185,9,2009
10,1860,9,2009
10,1869,9,2009
10,1871,9,2009
10,1872,9,2009
10,1873,9,2009
10,1874,9,2009
10,1875,9,2009
10,1876,9,2009
10,1877,9,2009
10,1878,9,2009
10,1879,9,2009
10,1880,9,2009
10,1881,9,2009
10,1882,9,2009
10,1883,9,2009
10,1884,9,2009
10,1885,9,2009
10,1886,9,2009
10,1887,9,2009
10,1888,9,2009
10,1889,9,2009
10,1890,9,2009
10,1891,9,2009
10,1892,9,2009
10,1893,9,2009
10,1894,9,2009
10,1898,9,2009
10,1899,9,2009
10,1900,9,2009
10,1901,9,2009
10,1902,9,2009
10,1903,9,2009
10,1904,9,2009
10,1905,9,2009
10,1906,9,2009
10,1907,9,2009
10,1908,9,2009
10,1909,9,2009
9,1910,9,2009
9,1911,9,2009
9,1912,9,2009
9,1913,9,2009
9,1914,9,2009
9,1915,9,2009
9,1916,9,2009
9,1917,9,2009
9,1918,9,2009
9,1919,9,2009
9,1920,9,2009
9,1921,9,2009
9,1922,9,2009
9,1923,9,2009
9,1928,9,2009
9,1929,9,2009
10,193,9,2009
9,1940,9,2009
10,1941,9,2009
9,1943,9,2009
9,1944,9,2009
10,1945,9,2009
10,1946,9,2009
10,1948,9,2009
10,1949,9,2009
10,1950,9,2009
10,1951,9,2009
10,1952,9,2009
10,1953,9,2009
10,1954,9,2009
10,1955,9,2009
10,1958,9,2009
7,1960,9,2009
7,1961,9,2009
7,1962,9,2009
7,1963,9,2009
7,1965,9,2009
7,1966,9,2009
7,1968,9,2009
7,1969,9,2009
7,1970,9,2009
7,1971,9,2009
7,1972,9,2009
7,1973,9,2009
7,1974,9,2009
7,1975,9,2009
7,1976,9,2009
7,1977,9,2009
7,1978,9,2009
7,1980,9,2009
7,1981,9,2009
7,1982,9,2009
7,1983,9,2009
7,1984,9,2009
7,1985,9,2009
7,1986,9,2009
7,1987,9,2009
7,19881,9,2009
7,19882,9,2009
7,19889,9,2009
7,1990,9,2009
10,1991,9,2009
10,1992,9,2009
9,20000,9,2009
9,20001,9,2009
9,20002,9,2009
9,20003,9,2009
9,20004,9,2009
9,20005,9,2009
9,20006,9,2009
9,20007,9,2009
9,20008,9,2009
9,20010,9,2009
9,20011,9,2009
9,20012,9,2009
9,20013,9,2009
9,20014,9,2009
9,20015,9,2009
9,20016,9,2009
9,20017,9,2009
9,20018,9,2009
9,20020,9,2009
9,20021,9,2009
9,20022,9,2009
9,20023,9,2009
9,20024,9,2009
9,20025,9,2009
9,20026,9,2009
9,20027,9,2009
9,20028,9,2009
9,20030,9,2009
9,20031,9,2009
9,20032,9,2009
9,20033,9,2009
9,20034,9,2009
9,20035,9,2009
9,20036,9,2009
9,20037,9,2009
9,20038,9,2009
9,20040,9,2009
9,20041,9,2009
9,20042,9,2009
9,20043,9,2009
9,20044,9,2009
9,20045,9,2009
9,20046,9,2009
9,20047,9,2009
9,20048,9,2009
9,20050,9,2009
9,20051,9,2009
9,20052,9,2009
9,20053,9,2009
9,20054,9,2009
9,20055,9,2009
9,20056,9,2009
9,20057,9,2009
9,20058,9,2009
9,20060,9,2009
9,20061,9,2009
9,20062,9,2009
9,20063,9,2009
9,20064,9,2009
9,20065,9,2009
9,20066,9,2009
9,20067,9,2009
9,20068,9,2009
9,20070,9,2009
9,20071,9,2009
9,20072,9,2009
9,20073,9,2009
9,20074,9,2009
9,20075,9,2009
9,20076,9,2009
9,20077,9,2009
9,20078,9,2009
9,20080,9,2009
9,20081,9,2009
9,20082,9,2009
9,20083,9,2009
9,20084,9,2009
9,20085,9,2009
9,20086,9,2009
9,20087,9,2009
9,20088,9,2009
9,20100,9,2009
9,20101,9,2009
9,20102,9,2009
9,20103,9,2009
9,20104,9,2009
9,20105,9,2009
9,20106,9,2009
9,20107,9,2009
9,20108,9,2009
9,20110,9,2009
9,20111,9,2009
9,20112,9,2009
9,20113,9,2009
9,20114,9,2009
9,20115,9,2009
9,20116,9,2009
9,20117,9,2009
9,20118,9,2009
9,20120,9,2009
9,20121,9,2009
9,20122,9,2009
9,20123,9,2009
9,20124,9,2009
9,20125,9,2009
9,20126,9,2009
9,20127,9,2009
9,20128,9,2009
9,20140,9,2009
9,20141,9,2009
9,20142,9,2009
9,20143,9,2009
9,20144,9,2009
9,20145,9,2009
9,20146,9,2009
9,20147,9,2009
9,20148,9,2009
9,20150,9,2009
9,20151,9,2009
9,20152,9,2009
9,20153,9,2009
9,20154,9,2009
9,20155,9,2009
9,20156,9,2009
9,20157,9,2009
9,20158,9,2009
9,20160,9,2009
9,20161,9,2009
9,20162,9,2009
9,20163,9,2009
9,20164,9,2009
9,20165,9,2009
9,20166,9,2009
9,20167,9,2009
9,20168,9,2009
9,20170,9,2009
9,20171,9,2009
9,20172,9,2009
9,20173,9,2009
9,20174,9,2009
9,20175,9,2009
9,20176,9,2009
9,20177,9,2009
9,20178,9,2009
9,20190,9,2009
9,20191,9,2009
9,20192,9,2009
9,20193,9,2009
9,20194,9,2009
9,20195,9,2009
9,20196,9,2009
9,20197,9,2009
9,20198,9,2009
9,20200,9,2009
9,20201,9,2009
9,20202,9,2009
9,20203,9,2009
9,20204,9,2009
9,20205,9,2009
9,20206,9,2009
9,20207,9,2009
9,20208,9,2009
9,20210,9,2009
9,20211,9,2009
9,20212,9,2009
9,20213,9,2009
9,20214,9,2009
9,20215,9,2009
9,20216,9,2009
9,20217,9,2009
9,20218,9,2009
9,20220,9,2009
9,20221,9,2009
9,20222,9,2009
9,20223,9,2009
9,20224,9,2009
9,20225,9,2009
9,20226,9,2009
9,20227,9,2009
9,20228,9,2009
9,20230,9,2009
9,20231,9,2009
9,20232,9,2009
9,20233,9,2009
9,20234,9,2009
9,20235,9,2009
9,20236,9,2009
9,20237,9,2009
9,20238,9,2009
9,20240,9,2009
9,20241,9,2009
9,20242,9,2009
9,20243,9,2009
9,20244,9,2009
9,20245,9,2009
9,20246,9,2009
9,20247,9,2009
9,20248,9,2009
9,20250,9,2009
9,20251,9,2009
9,20252,9,2009
9,20253,9,2009
9,20254,9,2009
9,20255,9,2009
9,20256,9,2009
9,20257,9,2009
9,20258,9,2009
9,20260,9,2009
9,20261,9,2009
9,20262,9,2009
9,20263,9,2009
9,20264,9,2009
9,20265,9,2009
9,20266,9,2009
9,20267,9,2009
9,20268,9,2009
9,20270,9,2009
9,20271,9,2009
9,20272,9,2009
9,20273,9,2009
9,20274,9,2009
9,20275,9,2009
9,20276,9,2009
9,20277,9,2009
9,20278,9,2009
9,20280,9,2009
9,20281,9,2009
9,20282,9,2009
9,20283,9,2009
9,20284,9,2009
9,20285,9,2009
9,20286,9,2009
9,20287,9,2009
9,20288,9,2009
9,20290,9,2009
9,20291,9,2009
9,20292,9,2009
9,20293,9,2009
9,20294,9,2009
9,20295,9,2009
9,20296,9,2009
9,20297,9,2009
9,20298,9,2009
9,20300,9,2009
9,20301,9,2009
9,20302,9,2009
9,20310,9,2009
9,20311,9,2009
9,20312,9,2009
9,20380,9,2009
9,20381,9,2009
9,20382,9,2009
7,20400,9,2009
7,20401,9,2009
7,20402,9,2009
9,20410,9,2009
9,20411,9,2009
9,20412,9,2009
9,20420,9,2009
9,20421,9,2009
9,20422,9,2009
9,20480,9,2009
9,20481,9,2009
9,20482,9,2009
9,20490,9,2009
9,20491,9,2009
9,20492,9,2009
7,20500,9,2009
7,20501,9,2009
7,20502,9,2009
8,20510,9,2009
8,20511,9,2009
8,20512,9,2009
8,20520,9,2009
8,20521,9,2009
8,20522,9,2009
8,20530,9,2009
8,20531,9,2009
8,20532,9,2009
8,20580,9,2009
8,20581,9,2009
8,20582,9,2009
8,20590,9,2009
8,20591,9,2009
8,20592,9,2009
7,20600,9,2009
7,20601,9,2009
7,20602,9,2009
8,20610,9,2009
8,20611,9,2009
8,20612,9,2009
8,20620,9,2009
8,20621,9,2009
8,20622,9,2009
8,20680,9,2009
8,20681,9,2009
8,20682,9,2009
8,20690,9,2009
8,20691,9,2009
8,20692,9,2009
7,20700,9,2009
7,20701,9,2009
7,20702,9,2009
8,20710,9,2009
8,20711,9,2009
8,20712,9,2009
8,20720,9,2009
8,20721,9,2009
8,20722,9,2009
8,20780,9,2009
8,20781,9,2009
8,20782,9,2009
7,20800,9,2009
7,20801,9,2009
7,20802,9,2009
9,20810,9,2009
9,20811,9,2009
9,20812,9,2009
9,20820,9,2009
9,20821,9,2009
9,20822,9,2009
9,20880,9,2009
9,20881,9,2009
9,20882,9,2009
9,20890,9,2009
9,20891,9,2009
9,20892,9,2009
10,20900,9,2009
10,20901,9,2009
10,20902,9,2009
10,20903,9,2009
10,20910,9,2009
10,20911,9,2009
10,20912,9,2009
10,20913,9,2009
10,20914,9,2009
10,20915,9,2009
10,20916,9,2009
10,20917,9,2009
10,20920,9,2009
10,20921,9,2009
10,20922,9,2009
10,20923,9,2009
10,20924,9,2009
10,20925,9,2009
10,20926,9,2009
10,20927,9,2009
10,20929,9,2009
10,20930,9,2009
10,2250,9,2009
10,2251,9,2009
10,2252,9,2009
10,2253,9,2009
10,2254,9,2009
10,2258,9,2009
10,2259,9,2009
10,2273,9,2009
10,2274,9,2009
10,22802,9,2009
10,2370,9,2009
10,2371,9,2009
10,2373,9,2009
10,2375,9,2009
10,2376,9,2009
10,23770,9,2009
10,23771,9,2009
10,23772,9,2009
10,2379,9,2009
44,23872,9,2009
44,23873,9,2009
44,23874,9,2009
44,23875,9,2009
10,2396,9,2009
19,24900,9,2009
19,24901,9,2009
17,24910,9,2009
17,24911,9,2009
17,24920,9,2009
17,24921,9,2009
17,24930,9,2009
17,24931,9,2009
15,24940,9,2009
15,24941,9,2009
18,24950,9,2009
18,24951,9,2009
16,24960,9,2009
16,24961,9,2009
15,24970,9,2009
15,24971,9,2009
16,24980,9,2009
16,24981,9,2009
18,24990,9,2009
18,24991,9,2009
19,25000,9,2009
19,25001,9,2009
19,25002,9,2009
19,25003,9,2009
17,25010,9,2009
17,25011,9,2009
17,25012,9,2009
17,25013,9,2009
17,25020,9,2009
17,25021,9,2009
17,25022,9,2009
17,25023,9,2009
17,25030,9,2009
17,25031,9,2009
17,25032,9,2009
17,25033,9,2009
15,25040,9,2009
15,25041,9,2009
15,25042,9,2009
15,25043,9,2009
18,25050,9,2009
18,25051,9,2009
18,25052,9,2009
18,25053,9,2009
16,25060,9,2009
16,25061,9,2009
16,25062,9,2009
16,25063,9,2009
15,25070,9,2009
15,25071,9,2009
15,25072,9,2009
15,25073,9,2009
16,25080,9,2009
16,25081,9,2009
16,25082,9,2009
16,25083,9,2009
18,25090,9,2009
18,25091,9,2009
18,25092,9,2009
18,25093,9,2009
32,2514,9,2009
32,2515,9,2009
32,2518,9,2009
32,2519,9,2009
10,2592,9,2009
21,260,9,2009
21,261,9,2009
21,262,9,2009
21,2630,9,2009
21,2631,9,2009
21,2632,9,2009
21,2638,9,2009
21,2639,9,2009
107,27700,9,2009
107,27701,9,2009
107,27702,9,2009
107,27703,9,2009
107,27709,9,2009
45,27900,9,2009
45,27901,9,2009
45,27902,9,2009
45,27903,9,2009
45,27904,9,2009
45,27905,9,2009
45,27906,9,2009
45,27909,9,2009
45,27910,9,2009
45,27911,9,2009
45,27912,9,2009
45,27913,9,2009
45,27919,9,2009
45,2792,9,2009
45,2793,9,2009
45,2794,9,2009
45,27950,9,2009
45,27951,9,2009
45,27952,9,2009
45,27953,9,2009
45,2798,9,2009
45,2799,9,2009
44,28241,9,2009
44,28242,9,2009
44,28260,9,2009
44,28261,9,2009
44,28262,9,2009
44,28263,9,2009
44,28264,9,2009
44,28268,9,2009
44,28269,9,2009
44,2830,9,2009
44,28310,9,2009
44,28311,9,2009
44,28319,9,2009
44,2832,9,2009
44,2839,9,2009
44,28401,9,2009
44,28409,9,2009
44,2841,9,2009
44,2842,9,2009
44,28481,9,2009
44,28489,9,2009
44,2849,9,2009
44,2860,9,2009
44,2861,9,2009
45,28800,9,2009
45,28801,9,2009
45,28802,9,2009
45,28803,9,2009
45,28804,9,2009
45,28809,9,2009
45,2881,9,2009
45,2882,9,2009
45,2884,9,2009
44,28952,9,2009
51,2910,9,2009
51,2911,9,2009
51,2912,9,2009
51,2913,9,2009
51,2914,9,2009
51,2915,9,2009
51,29181,9,2009
51,29182,9,2009
51,29189,9,2009
51,2919,9,2009
51,2920,9,2009
51,29211,9,2009
51,29212,9,2009
51,2922,9,2009
51,29281,9,2009
51,29282,9,2009
51,29283,9,2009
51,29284,9,2009
51,29285,9,2009
51,29289,9,2009
51,2929,9,2009
54,29500,9,2009
54,29501,9,2009
54,29502,9,2009
54,29503,9,2009
54,29504,9,2009
54,29505,9,2009
54,29510,9,2009
54,29511,9,2009
54,29512,9,2009
54,29513,9,2009
54,29514,9,2009
54,29515,9,2009
54,29520,9,2009
54,29521,9,2009
54,29522,9,2009
54,29523,9,2009
54,29524,9,2009
54,29525,9,2009
54,29530,9,2009
54,29531,9,2009
54,29532,9,2009
54,29533,9,2009
54,29534,9,2009
54,29535,9,2009
54,29540,9,2009
54,29541,9,2009
54,29542,9,2009
54,29543,9,2009
54,29544,9,2009
54,29545,9,2009
54,29550,9,2009
54,29551,9,2009
54,29552,9,2009
54,29553,9,2009
54,29554,9,2009
54,29555,9,2009
54,29560,9,2009
54,29561,9,2009
54,29562,9,2009
54,29563,9,2009
54,29564,9,2009
54,29565,9,2009
54,29570,9,2009
54,29571,9,2009
54,29572,9,2009
54,29573,9,2009
54,29574,9,2009
54,29575,9,2009
54,29580,9,2009
54,29581,9,2009
54,29582,9,2009
54,29583,9,2009
54,29584,9,2009
54,29585,9,2009
54,29590,9,2009
54,29591,9,2009
54,29592,9,2009
54,29593,9,2009
54,29594,9,2009
54,29595,9,2009
55,29600,9,2009
55,29601,9,2009
55,29602,9,2009
55,29603,9,2009
55,29604,9,2009
55,29605,9,2009
55,29606,9,2009
55,29610,9,2009
55,29611,9,2009
55,29612,9,2009
55,29613,9,2009
55,29614,9,2009
55,29615,9,2009
55,29616,9,2009
55,29620,9,2009
55,29621,9,2009
55,29622,9,2009
55,29623,9,2009
55,29624,9,2009
55,29625,9,2009
55,29626,9,2009
55,29630,9,2009
55,29631,9,2009
55,29632,9,2009
55,29633,9,2009
55,29634,9,2009
55,29635,9,2009
55,29636,9,2009
55,29640,9,2009
55,29641,9,2009
55,29642,9,2009
55,29643,9,2009
55,29644,9,2009
55,29645,9,2009
55,29646,9,2009
55,29650,9,2009
55,29651,9,2009
55,29652,9,2009
55,29653,9,2009
55,29654,9,2009
55,29655,9,2009
55,29656,9,2009
55,29660,9,2009
55,29661,9,2009
55,29662,9,2009
55,29663,9,2009
55,29664,9,2009
55,29665,9,2009
55,29666,9,2009
55,2967,9,2009
55,29680,9,2009
55,29681,9,2009
55,29682,9,2009
55,29689,9,2009
55,29690,9,2009
55,29699,9,2009
55,2970,9,2009
55,2971,9,2009
55,2972,9,2009
55,2973,9,2009
55,2978,9,2009
55,2979,9,2009
52,30300,9,2009
52,30301,9,2009
52,30302,9,2009
52,30303,9,2009
52,30390,9,2009
52,30391,9,2009
52,30392,9,2009
52,30393,9,2009
52,30400,9,2009
52,30401,9,2009
52,30402,9,2009
52,30403,9,2009
52,30410,9,2009
52,30411,9,2009
52,30412,9,2009
52,30413,9,2009
52,30420,9,2009
52,30421,9,2009
52,30422,9,2009
52,30423,9,2009
52,30430,9,2009
52,30431,9,2009
52,30432,9,2009
52,30433,9,2009
52,30440,9,2009
52,30441,9,2009
52,30442,9,2009
52,30443,9,2009
52,30450,9,2009
52,30451,9,2009
52,30452,9,2009
52,30453,9,2009
52,30460,9,2009
52,30461,9,2009
52,30462,9,2009
52,30463,9,2009
52,30470,9,2009
52,30471,9,2009
52,30472,9,2009
52,30473,9,2009
52,30480,9,2009
52,30481,9,2009
52,30482,9,2009
52,30483,9,2009
52,30490,9,2009
52,30491,9,2009
52,30492,9,2009
52,30493,9,2009
5,3210,9,2009
73,3320,9,2009
73,3321,9,2009
73,3330,9,2009
73,3334,9,2009
101,33371,9,2009
69,3340,9,2009
69,3341,9,2009
69,3342,9,2009
69,3343,9,2009
69,3344,9,2009
69,3348,9,2009
69,3349,9,2009
67,3350,9,2009
67,33510,9,2009
67,33511,9,2009
67,33519,9,2009
67,33520,9,2009
67,33521,9,2009
67,33522,9,2009
67,33523,9,2009
67,33524,9,2009
67,33529,9,2009
67,3358,9,2009
67,3359,9,2009
69,3360,9,2009
69,3361,9,2009
69,3362,9,2009
69,3363,9,2009
69,3368,9,2009
69,3369,9,2009
71,3370,9,2009
71,33700,9,2009
71,33709,9,2009
71,3371,9,2009
71,33720,9,2009
71,33721,9,2009
71,33722,9,2009
71,33729,9,2009
71,3373,9,2009
71,3379,9,2009
72,340,9,2009
72,3410,9,2009
72,3411,9,2009
72,3418,9,2009
72,3419,9,2009
100,34200,9,2009
100,34201,9,2009
100,34202,9,2009
100,34210,9,2009
100,34211,9,2009
100,34212,9,2009
100,34280,9,2009
100,34281,9,2009
100,34282,9,2009
100,34290,9,2009
100,34291,9,2009
100,34292,9,2009
68,3430,9,2009
100,3431,9,2009
67,3432,9,2009
101,3433,9,2009
100,3434,9,2009
101,3438,9,2009
101,3439,9,2009
67,34400,9,2009
67,34401,9,2009
67,34402,9,2009
67,34403,9,2009
67,34404,9,2009
67,34409,9,2009
68,3441,9,2009
101,3442,9,2009
101,34430,9,2009
101,34431,9,2009
101,34432,9,2009
101,34440,9,2009
101,34441,9,2009
101,34442,9,2009
101,3445,9,2009
69,34460,9,2009
69,34461,9,2009
67,34481,9,2009
101,34489,9,2009
101,3449,9,2009
74,34500,9,2009
74,34501,9,2009
74,34510,9,2009
74,34511,9,2009
74,3452,9,2009
74,3453,9,2009
74,34540,9,2009
74,34541,9,2009
74,34550,9,2009
74,34551,9,2009
74,34560,9,2009
74,34561,9,2009
74,34570,9,2009
74,34571,9,2009
74,34580,9,2009
74,34581,9,2009
74,34590,9,2009
74,34591,9,2009
75,3481,9,2009
75,3484,9,2009
75,3485,9,2009
164,3491,9,2009
177,3536,9,2009
71,3560,9,2009
71,3561,9,2009
71,3562,9,2009
71,3563,9,2009
71,3564,9,2009
71,3568,9,2009
71,3569,9,2009
71,3570,9,2009
71,3571,9,2009
71,3572,9,2009
71,3573,9,2009
71,3574,9,2009
71,3575,9,2009
71,3576,9,2009
71,3577,9,2009
71,35781,9,2009
71,35782,9,2009
71,35789,9,2009
71,3579,9,2009
71,35800,9,2009
71,35801,9,2009
71,3581,9,2009
71,3582,9,2009
71,3588,9,2009
71,3589,9,2009
70,3590,9,2009
70,3591,9,2009
70,35921,9,2009
71,35922,9,2009
71,35923,9,2009
71,35924,9,2009
71,35929,9,2009
71,3593,9,2009
71,3594,9,2009
71,3595,9,2009
71,3596,9,2009
71,35981,9,2009
71,35989,9,2009
71,3599,9,2009
119,36202,9,2009
119,37923,9,2009
80,40201,9,2009
80,40211,9,2009
80,40291,9,2009
131,40301,9,2009
131,40311,9,2009
131,40391,9,2009
80,40401,9,2009
131,40402,9,2009
131,40403,9,2009
80,40411,9,2009
131,40412,9,2009
131,40413,9,2009
80,40491,9,2009
131,40492,9,2009
131,40493,9,2009
82,41000,9,2009
81,41001,9,2009
82,41002,9,2009
82,41010,9,2009
81,41011,9,2009
82,41012,9,2009
82,41020,9,2009
81,41021,9,2009
82,41022,9,2009
82,41030,9,2009
81,41031,9,2009
82,41032,9,2009
82,41040,9,2009
81,41041,9,2009
82,41042,9,2009
82,41050,9,2009
81,41051,9,2009
82,41052,9,2009
82,41060,9,2009
81,41061,9,2009
82,41062,9,2009
82,41070,9,2009
81,41071,9,2009
82,41072,9,2009
82,41080,9,2009
81,41081,9,2009
82,41082,9,2009
82,41090,9,2009
81,41091,9,2009
82,41092,9,2009
82,4110,9,2009
82,4111,9,2009
82,41181,9,2009
82,41189,9,2009
83,412,9,2009
83,4130,9,2009
83,4131,9,2009
83,4139,9,2009
80,4150,9,2009
104,41511,9,2009
104,41512,9,2009
104,41519,9,2009
80,4160,9,2009
80,4161,9,2009
80,4168,9,2009
80,4169,9,2009
80,4170,9,2009
80,4171,9,2009
80,4178,9,2009
80,4179,9,2009
80,4250,9,2009
80,4251,9,2009
80,4252,9,2009
80,4253,9,2009
80,4254,9,2009
80,4255,9,2009
80,4257,9,2009
80,4258,9,2009
80,4259,9,2009
92,4260,9,2009
92,4270,9,2009
92,4271,9,2009
92,4272,9,2009
92,42731,9,2009
92,42732,9,2009
79,42741,9,2009
79,42742,9,2009
79,4275,9,2009
92,42781,9,2009
80,4280,9,2009
80,4281,9,2009
80,42820,9,2009
80,42821,9,2009
80,42822,9,2009
80,42823,9,2009
80,42830,9,2009
80,42831,9,2009
80,42832,9,2009
80,42833,9,2009
80,42840,9,2009
80,42841,9,2009
80,42842,9,2009
80,42843,9,2009
80,4289,9,2009
80,4290,9,2009
80,4291,9,2009
81,4295,9,2009
81,4296,9,2009
95,430,9,2009
95,431,9,2009
95,4320,9,2009
95,4321,9,2009
95,4329,9,2009
96,43301,9,2009
96,43311,9,2009
96,43321,9,2009
96,43331,9,2009
96,43381,9,2009
96,43391,9,2009
96,43401,9,2009
96,43411,9,2009
96,43491,9,2009
96,436,9,2009
100,43820,9,2009
100,43821,9,2009
100,43822,9,2009
101,43830,9,2009
101,43831,9,2009
101,43832,9,2009
101,43840,9,2009
101,43841,9,2009
101,43842,9,2009
101,43850,9,2009
101,43851,9,2009
101,43852,9,2009
101,43853,9,2009
105,4400,9,2009
105,4401,9,2009
105,44020,9,2009
105,44021,9,2009
105,44022,9,2009
104,44023,9,2009
104,44024,9,2009
105,44029,9,2009
105,44030,9,2009
105,44031,9,2009
105,44032,9,2009
105,4404,9,2009
104,44100,9,2009
104,44101,9,2009
104,44102,9,2009
104,44103,9,2009
104,4411,9,2009
105,4412,9,2009
104,4413,9,2009
105,4414,9,2009
